Complaint,Tags
"Disputed unauthorized inquiry on my credit reports ; Equifax & XXXX stated I needed to send letter to company who placed inquiry and state it was fraudulent and request removal. Sent letter to XXXX and XXXX stated it was for review process ; but did n't open account until XX/XX/XXXX. Inquiries are for XX/XX/XXXX, XX/XX/XXXX, & XX/XX/XXXX XXXX was for XXXX XXXX. Never requested credit from company those dates. 
","unauthorized, inquiry, credit, report"
"Contacted Equifax, XXXX & XXXX regarding unauthorized inquires on my credit report from XXXX. Transunion removed immediately. XXXX removed XXXX. Equifax stated I have to contact XXXX directly for removal if I consider inquiries fraudulent. Sent letter to XXXX as directed. XXXX responded stating I have extended alert on my credit file but no response regarding removal. Sent letter response to Equifax and Experian and still refuse to remove. Sent additional letter to XXXX. No Response to date. 
","unauthorized, inquiry, credit, report"
"Contacted Equifax regarding unauthorized inquiries on credit report. Equifax stated I would have to contact company directly and let them know inquiries were fraudulent and request removal. Sent certified letter to XXXX XXXX and XXXX as directed by Equifax and no response from company. Contacted Equifax regarding no response from company and still refuse to remove. 
","unauthorized, inquiry, credit, report"
"I keep getting loan offers an cars approved loans tellamarketers 
","loan, offers, approved, tellamarketer"
"Experian has failed to remove a canceled judgement by XXXX Bank from my credit report. The other XXXX agencies have done so. The address identification number used by Experian is XXXX. The authorization to cancel judgement by XXXX Bank was filed on XXXX XXXX, 2012 in the state of North Carolina at XXXX county district court ( XXXX XXXX XXXX ). 
","failed, remove, cancel, judgement, credit, report"
"I Received the following MOST FRUSTRATING! error message : '' Unable to Complete Request We are unable to complete your request. 
"" What happened : You have already received your free Personal Credit Report from TransUnion ; therefore, you are not eligible to receive an additional TransUnion report at this time. "" What to do : Return to annualcreditreport.com and visit the Frequently Asked Questions section for moreinformation Purchase a Personal Credit Report. 
","unable, access, annual, credit, report, online"
"On XXXX XXXX, 2015 I received a notice from EXQUIFAX stating the following : "" As you requested, we successfully placed an initial fraud alert on your EQUIFAX credit line. "" I HAVE NEVER requested EQUIFAX or any other bureau to place any such fraud alert on my report ( s ). By what right have they do even allege such a thing without my requesting it to be done? 
"," placed, never, requested, fraud, alert"
"Sent certified letter telling them to stop calling me and they are still calling XXXX times a day. This debt is from XXXX. 
","sent, certified, letter, call, continue"
"This is a continuation of a previous issue with Citibank that has reached another XXXX. Citibank increased my monthly payments XXXX and I have been unable to reach an agreement with them about my monthly payment. I am requesting that Citibank reconsider my request for graduated repayment, so that I am not forced into Collections. I would like to pursue a payment plan that works with my current financial situation and allows me be responsible for my debt. 
","increased, monthly, payment, reconsider, repayment"
"I sent a letter to Experian requesting a proper investigation regarding the public records on my credit report as I know that the XXXX public records should not have been placed on my credit report. I went to my local county clerk office to see if they could resolve the issue but they stated to me that they do not speak, email or fax to the credit bureaus and that I would have to take it up with them to resolve the issue on my report. So sent my dispute and both judgments came back verified yet per my attorney who explained to me that under the FCRA which is a federal law that the credit bureaus have to conduct a reasonable investigation and make sure that the items on my credit report are accurate and verifiable. I know the XXXX judgement are not accurate and simply should not be there and how can they verify them with the county clerk or recorder when they do n't communicate in any manner to each other. This is a broken system and I need those XXXX judgments removed off my credit report as they are preventing me from obtaining future credit. I am a single working mother with XXXX children and I can not afford to to have these inaccurate public records. 
","inaccurate, public, recored, credit, report"
"I sent a letter to Transunion requesting a proper investigation regarding the public records on my credit report as I know that the XXXX public records should not have been placed on my credit report. I went to my local county clerk office to see if they could resolve the issue but they stated to me that they do not speak, email or fax to the credit bureaus and that I would have to take it up with them to resolve the issue on my report. So sent my dispute and XXXX judgments came back verified yet per my attorney who explained to me that under the FCRA which is a federal law that the credit bureaus have to conduct a reasonable investigation and make sure that the items on my credit report are accurate and verifiable. I know the XXXX judgement are not accurate and simply should not be there and how can they verify them with the county clerk or recorder when they do n't communicate in any manner to each other. This is a broken system and I need those XXXX judgments removed off my credit report as they are preventing me from obtaining future credit. I am a single working mother with XXXX children and I can not afford to to have these inaccurate public records. 
","inaccurate, public, recored, credit, report"
"I sent a letter to Equifax requesting a proper investigation regarding the public records on my credit report as I know that the XXXX public records should not have been placed on my credit report. I went to my local XXXX clerk office to see if they could resolve the issue but they stated to me that they do not speak, email or fax to the credit bureaus and that I would have to take it up with them to resolve the issue on my report. So sent my dispute and XXXX judgments came back verified yet per my attorney who explained to me that under the FCRA which is a federal law that the credit bureaus have to conduct a reasonable investigation and make sure that the items on my credit report are accurate and verifiable. I know the XXXX judgement are not accurate and simply should not be there and how can they verify them with the XXXX clerk or recorder when they do n't communicate in any manner to each other. This is a broken system and I need those XXXX judgments removed off my credit report as they are preventing me from obtaining future credit. I am a single working mother with XXXX children and I can not afford to to have these inaccurate public records. 
","inaccurate, public, recored, credit, report"
"i applied for a loan in 2011 and due to my credit i was denied a loan. i am now receiving phone calls from a mediation services scompany telling me that i had money deposited to my bank account which was not open during the time they claimed they deposited money and asking me to pay them XXXX dollars for the charge to be filled. I requested the company 's address and information and they hung up on me various time. 
","denied, loan, deposited, money, later"
"I am a XXXX XXXX. In XX/XX/XXXX and XX/XX/XXXX I exercised my rights under the XXXX and XXXX XXXX relief act ( SCRA ) and applied for protection while XXXX. Soon after Transunion cut off all of my online access to my account claiming that I have a high risk of identify theft because I am a XXXX XXXX. While this may be well intentioned it is a violation of the FCRA and has served to prevent me from gaining access to my annual free credit report unless I write Transunion, thereby slowing down the request. I am no longer a XXXX and wish to have the same rights as all US consumers. 
","unable, access, annual, credit, report"
"I have been trying to get a freeze on my report lifted from Equifax for 3 weeks, I had no problem getting the lifted with the other XXXX agencies. Equifax has refused to let me lift it online where I placed the freeze, they have given me the run around when I call, telling me to call back in 1 hr because they ca n't help me because they are doing a system update, when I call back later they tell me the same thing - they are having a system update and can not help me. I am so frustrated I want to scream. They have also refused to give me my free annual credit report. They have caused me significant distress and problems as I have been unable to obtain utility services for my XXXX residence because of their refusal to lift the freeze. Please help. 
","refuse, freeze, report, online"
"Experian has denied me online access to my credit report despite an adverse action against me on XXXX/XXXX/2015. They advised I am "" locked out of their system '' even though I am able to confirm that all my identifying information matches what they are reporting. They were unable to provide an explanation as to why I am locked of their system and were unwilling to provide me with my own credit report number. I asked to speak to their escalation department and spoke to a supervisor who also advised she was not able to tell my why I was denied online access. I am XXXX at a business and if I refused to provide my clients with their own proprietary/personal identifying information or was unable to tell them why, my company would no longer be in business. 
","denied, online, access, credit, report"
"I have been in contact with Equifax for the past 2 weeks in regards to accessing my credit report. My bank, as well as myself am unable to pull the Equifax file and I am also unable to access my personal credit report through my paid monitoring service. I was informed that it is due to too many soft inquiries and was informed "" nothing could be done ''. This is completely unacceptable. I need these soft inquiries purged in order to be able to access my report. Please help! 
","unable, access, personal, credit, report"
"Equifax has denied me online access to my credit report despite an adverse action against me on XXXX/XXXX/2015 for which I am entitled a free credit report. They advised I am "" locked out of their system '' even though I am able to verify and confirm that all my identifying information matches what they have in my file and answer any additional security questions. They were unable to provide an explanation as to why I am locked of their system and are unwilling to provide me with my own credit report or credit file number. 
","denied, online, access, credit, report"
"I received a call from a woman stating that they have a "" pending claim '' against my XXXX checking account ; some sort of "" bad checking ''. No name of the lender or anything is given. She states that I have some charges pending against me as to what they do not give. These people have called my dad as well as my sister under the business name of Integrated Services at XXXX. I looked up this number on another web source and other consumers have had the same issues with these people ; they harass, can be rude, and have multiple numbers in which they have used. I believe they are attempting to fraudulently collect monies from me and/or my bank through old payday loan information they obtained. 
","fraud, collect, money, through, old, loan"
"I bankruptcy was dismissed in XXXX 2010. Would like for this to be removed from my Credit Report. I have been trying to rebuild my credit for the last 5 years and this is impacting my Credit Score. 
","remove, bankrupty, dismissed, impacting, credit, report"
"I bankruptcy was dismissed in XXXX 2010. Would like for this to be removed from my Credit Report. I have been trying to rebuild my credit for the last XXXX years and this is impacting my Credit Score. 
","remove, bankrupty, dismissed, impacting, credit, report"
"I was attempting to get my free annual reports on line and there was a power failure. When I got back to my computer the PDFs were gone I could not recover them. I asked for access like you get when you pay 30 days, but was denied. I then asked to have them mailed and this is the response I got from Trans Union. No pay for it now. I think that is unfair. I tried to get them online and failed. Then I wrote them and filled out the mail request form and then they said no again. 
","denied, access, free, annual, report"
"still charging me for my credit report unable to retrieve credit report on my own. have to call customer every time. they refuse to fix the errors have me calling to verify info have called but errors have not been fixed for over a year. ca n't dispute my credit report. always get error. charged me XXXX XXXX and XXXX refuse to give refund. sent numerous over XXXX escalation tickets up to technical but instead of fixing my credit report they cancel my service instead of fixing it. they do n't want to do anything back send you on your way. when you call they send your call to XXXX than about XXXX to XXXX people later you might get the us Equifax. why over a year they have not fix my profile. they should take a look at transunion they do n't have problems. 
","charging, credit, report, unable, retrive"
"My personal information was taken by an identity thief, I 'm asking the last XXXX hard inquiries ( XXXX ) ( XXXX ) on my credit report. be removed or blocked I have a police report number XXXXThank you in advance 
","identity, theft, remove, inquiry, credit, report"
"XXXX State filed judgement of {$18000.00} on XXXX/XXXX/2015. After our accountant provided them information why we did not owe this amount, XXXXState cancelled this assessment. See attached notice from XXXX State. However, they did not report the cancellation of this assessment/judgement. 
","not, report, cancelled, judgement"
"I am trying to work out better payment terms with PNC bank for my privet student loans but they are not offering any help. 
I do n't own a car or a house and I live with XXXX roommates. I only have {$200.00} a month to feed and clothes myself. 
I pay almost {$500.00} a month in interest on a {$660.00} payment. 
I want a loan modification to make my payment affordable or consolidation of my XXXX loans into XXXX. PNC outright refuses any type of help and says I make to much money despite my other loan payments and rent. All consolidation efforts I have made with other companies such as XXXX XXXX only end with them telling my I do n't make enough money. I have no help, my co-signers went bankrupt and my only living grandparent is in the hospital. 
I do n't live like an adult because I owe so much money for school. 
I am trying not to become delinquent, so far i have managed to make my payments but i am on the edge. 
","not, affordable, payment, loan, modification"
"I have asked the company XXXX to not call me at work and to communicate with me In writing and they 're still calling me at work. 
","asked, not, call, still, continue"
"I contacted the credit agency TransUnion. They tell me that in order to get the false inquiry on my credit report removed, I need to send an authorization letter and an inquiry deletion letter. I contacted the XXXX Bank to try and obtain an inquiry deletion letter and they told me to contact the credit agency. So I kept calling back and forth with no result or progress. XXXX companies gave me a lot of numbers that could n't help me at all, so I 'm trying to find out how I resolve this unauthorized hard inquiry on my credit report. 
","unauthorized, inquiry, credit, report"
"I am trying my hardest to keep this XXXX loan account and not behind - I make payments monthly, unable to always make the full payment as I am also making payments on my other private loan accounts. XXXX is telling me there is NOTHING - NOT ANYTHING they can do to help me out at all with lowering these monthly payments. I have called XXXX of times and spoken to nearly every department and explained my situation and have gotten nowhere. I am told over and over again that because it is a private loan, they ca n't do anything about it. 

From my understanding, XXXX XXXX XXXX actually owns the loan and XXXX is the organization managing it. The loan information all comes from XXXX. 
","unable, make, full, payment"
"I have been trying correct outdated information from my credit file for 3 years now. They have now locked all my access to my report. Transunion has now updated and deleted the outdated information ..Experian and Equifax have not. The following are wrong and outdated : Bankruptcy-XXXX, XXXX cnty XXXX-judjements XXXX andXXXX..and an old outdated XXXX XXXX. Please help me with this matter 
","locked, access, report, outdated, information"
"I 'm writing to you about dispute the following information that the XXXX XXXX XXXX, AZ. provided to the credit reporting companies. The information is incorrect. I do n't have a tax lien against me. Here is a copy from my credit report showing that I have a tax lien against me, and showing on my credit report. I 'm requesting that they remove from my credit report companies such as TransUnion, XXXX, and others now. I have information supporting my position. My credit score drop more that XXXX points for this error. 
","credit, score, drop, incorrect, information"
"Hello there, I took a student loan from Wells Fargo in XXXX for XXXX degree of my son, in total amount of {$49000.00}. The interest rate was % XXXX fixed for about 15 years. From that time up to now although my monthly minimum payment had been always too high, I have never been late and there was no defult. I have regurarly paid by now and the current balance is {$31000.00} with minimum payment of around {$350.00} per month. 
From 3 years ago, when my spouse lost her full time job, I have started negotiating with Wells Fargo to refinance this student loan or lower theinterest rate or increase the remaining period to reduce the minimum monthly payment amount because it is very hard for me to pay. Any how, not anly they never agreed, but they fritghtened me that they may increase the interrest, while the intereset is supposed to be fixed!! In this case, may you please advise if there is a solution? May you convince Wells Fargo to exened the remaini re-payment period to 15 years from now keeping the same interest rate? 
Thanks and best regards, XXXX XXXXXXXXXXXX 
","reduce, high, monthly, minimum, payment"
"Whenever I try to get my credit score report from online I get the message "" We 're sorry, for your protection we are unable to deliver your Free Annual Credit Report online. '' I need my credit score report urgently. 
","unable, get, credit, score, online"
"I was unfortunate enough to attend XXXX XXXX XXXX University in XXXX XXXX, Florida from XXXX - XXXX. I was required to obtain way too many XXXX loans for a XXXX year program, XXXX of those loans are with Genesis Lending. 
The repayment plan from Genesis is unrealistic. When I attempted to make re-payment arrangements with Genesis for a manageable monthly payment, they refused. Even since the requirement to reduce the loan amounts, the monthly payment is not acceptable on my income. If I were to make the payment they are requiring, I would not be able to buy food, gas for the car to get to and from work or any XXXX related issues that may arise. 
I attempted to contact Genesis this evening XXXX XXXX/XXXX/XXXX XXXX to try to negotiate a manageable monthly payment and was left on hold for more than XXXX minutes. 
","unrealistic, repayment, plan, refused, manageable, monthly, payment"
"My XXXX payment is almost half of my monthly income. I have contacted Aes several times about lowering my payment but every time they refuse to help. They say I am not eligible for any of the other options. I am a XXXX and will be forced to default if American Education Services refuses to help with a lower payment. 
","refuse, help, lower, payment"
"Hello, I 'm writing about issues im having with private loans serviced by AES. I have a college degree but unfortunately do to changes in qualifications for careers using my degree ( making it more specific ) I unable to find legitimate work in my field without further schooling, which I ca n't afford. Due to this, I 've been at lower paying jobs that barely account for my living expenses let a lone student loan payments, and more currently I find myself XXXX due to a job falling through. I contacted AES about options to bring me current and lowering my payments to something I can afford but they refused saying I had already used all my options. It makes me so mad, I am willing to pay what I can every month but it does n't matter to them and now XXXX of the XXXX loans of mine they service ( the XXXX cheapest I pay religiously on auto debit ) are slowly creeping towards default and I ca n't do anything about it unless I put my family 's and my own well being at risk. And they do n't care, Unwilling to consider people 's situations and work with them, and fail to offer any real guidence. 
","refuse, lower, unaffordable, payment"
"I have XXXX chapter XXXX bankruptcies on my report : XXXX that was filed in XX/XX/XXXX & XXXX that was filed in XX/XX/XXXX. Both of them were dismissed. Chapter XXXX 's are deleted from your report after 7 years. However, Equifax refuses to remove them stating that "" dismissed '' Chapter XXXX 's are to stay on the report for 10 years while "" discharged '' Chapter XXXX 's are removed after 7 yrs. They will not allow me to open a dispute for it because according to them that is the law. 
","refused, remove, dismissed, chapter"
"Company is trying to collect on a debt that had not been validated by XXXX previous companies. company stated that "" You are in a wage garnish-able state. '' That in itself is an FDCPA violation. They continue to "" Robo-Call '' following notification of cease and desist. they have violated numerous laws within the State and Federal levels, and potentially subject to civil liabilities under FACTA. 
","trying, collect, not, validated, debt"
"I have been trying correct outdated information from my credit file for 3 years now. They have now locked all my access to my report. XXXX has now updated and deleted the outdated information ..XXXX and Equifax have not. The following are wrong and outdated : Bankruptcy-XXXX XXXX cnty XXXX-judjements XXXX andXXXX..and an old outdated XXXX XXXX. Please help me with this matter 
","locked, access, report, outdated, information"
"Please remove all my information history which I owed them in TransUnion. I XXXX for college, car loan, XXXX, XXXX and XXXX. I do not understand they still keeping my history. It already passed 7 years. I tried to apply credit card but they not approve because of my bad history. I not agree with them hold my history OVER XXXX years. Please clean up my credit now and thank you. The policy said hold up to 7 years only. 
","not, approve, credit, card, applicaton, bad, history"
"On XXXX XXXX, 2015 at XXXX PDT I called Transunion 's credit fraud department to request a credit freeze on my account because of the recently announced XXXX cyber breach. I was given a file number, processed a credit freeze claim and issued them my personally selected PIN number. I was told by their representative that I would receive a written confirmation in the mail within XXXX to XXXX business days. Having not received that within that allotted timeframe I called today ( XXXX XXXX, 2015 at XXXX ) and was told by a Transunion representative that NO credit freeze had been applied on XXXX XXXX or any other date!!!! They completely XXXX this up and left me exposed to potential credit and I.D . theft for over XXXX weeks because of their incompetence and negligence. Besides wasting over XXXX minutes of time on hold, dropped calls, mis-directed transfers, and representatives that did not respond to my requests, I still have no satisfactory explanation why my request for a freeze was not processed in a timely manner, again exposing me to fraud. This is NOT acceptable and I would like an investigation launched and formal complaint filed against this company. After all, their core competency is CREDIT reporting, managing, monitoring, and they ca n't even do that properly. This company has shown blinding incompetence and neglect and they must be held accountable. 
","credit, freez, not, applied, account"
"I have disputed this bankruptcy before several times with TransUnion & XXXX and the outcome of this bankruptcy was discharged which means it does not exist in the courts, XXXX has removed it from my report but TransUnion & XXXX has fail to remove it. 
","bankruptcy, discharged, fail, remove, report"
"XXXX XXXX, XXXX NJSince I have XXXX in XX/XX/2012, I have not make enough money to pay off my monthly student loan payment, which has led to them being in default. 
I am currently looking into different banks that could help me by consolidating my private student loans, but my credit is horrible. I need help!, because I am willing to pay just not at a high monthly price. 
","not, enough, money, payoff, monthly, pyment"
"Unauthorized inquiry needs to be removed. 
","unauthorized, inquiry, need, removed"
"Unable to find a way to file this type of complaint through the dispute system for Experian. My credit score dropped from XXXX two weeks ago to XXXX this week. There is no reason documented in my credit report why it should have dropped, all XXXX of my credit accounts are in good standing and never late. i have been paying XXXX accounts to XXXX every month. There are no major inquiries into my credit. There are XXXX old old negative accounts due to a real-estate short sale in 2010 but they have been accounted for all this time. there is no indication as to why is would have dropped. They keep mentioning that missed payments are the biggest reason for drops in a credit score, but i see no account or know of any account where I have missed a payment or was late on a payment. I would like to have a reason or have my credit score restored to the XXXX that it was before. Thank you. -XXXX XXXX XXXX 
","no, information, credit, score, drop"
"Equifax is reporting incorrect information this not my account XXXX CASE NUMBER : XXXX XXXX XXXX XXXX have fail to validate this account and so have Equifax at my request. 
","reporting, incorrect, information, not my, account"
"Equifax credit reporting agency is providing incorrect information on my credit report pertaining to the State of Alabama XXXX payments, that has been going on since XXXX. The information is not correct due to the fact that I have been XXXX since XXXX of XXXX and my child had been receiving payments from the Social Security Department since XXXX of XXXX. I feel that this is an unfair practice of the credit reporting agency and the information has caused great damage to my credit rating giving me the outlook of a XXXX father. This information is currently being displayed on my credit report and I am asking that it cease from further reporting ASAP. Thank You. 
","agency, reporting, incorrect, information, credit, report"
"I am filing this complaint on behalf of incorrect and improper information 
","complaint, against, incorrect, improper, information"
"I went to the bank to make a loan and become a member, but when they pulled up my report it was showing a fraud victim/ XXXX alert ( and I 've never been in the service ). So the give me the number to Eqifax to make the dispute and take it off, the first time i called they kept putting me on hold and after all that i was told to fax my information and wait 48hours for a respond, after not getting a email i called again only to find they didnt "" recieve my fax '' and was told to fax again. I asked how i was supposed to know if they got my fax and was told i had to wait the 48hours then call again ( so far that is already 6 days wasted ). three days later i call and they where able to pull up my fax only to tell me that since I 'm not through them they cant take the fraud off my credit and gave me information to XXXX other credit bureaus. I call XXXX to see if they can help me and was told they are unable to remove the fraud from my credit and was then transfered to another number who told me to file a complaint. This is crazy I 'm just trying to remove a fraud claim and for a week and a half now, have been given the run-around. 
","report, show, fraud, alert"
"I filed a request to have my credit report updated.and Experian refused to up date even after i summited my self releasing federal tax lien to them. i summited it XXXX. I XXXX XXXX and XXXX had no trouble up dating my report 
","refused, update, credit, report"
"In 2006 my XXXX daughter took out student loans and put me in as a consigner without my KNOWLEDGE, AUTHORIZATION or SIGNATURE. She LEFT home since she was XXXX years old and lived with a family member in a different state at that time. I have since asked for proof of my acknowledgedment of cosigning. Such as an email, phone call or a letter asking for my approval. I was told they used electronic signature and they do n't need my authorization. How can they do this? Now they want payment from me. This girl is a professional and has a job, why are they after me? 
","cosigner, without, authorization, electronic, signature"
"I received an XXXX XXXX from XXXX XXXX University in XXXX NY in 2012. I was XXXX off from my job and wanted to go back to school. What I could not get Federal loans for XXXX XXXX said they would get me XXXX loans for. I am now in debt for around {$50000.00} and am having trouble making all the payments. 
","trouble, making, debt, payment"
"My credit report of my child support status amounts are inaccurate and very unfair to be reported on my credit reports as being unpaid or late payments. I am XXXX and have been so since XXXX XXXX, XXXX according to Social Security standards, my daughter was receiving payments from my XXXX from XXXX of XXXX until she turned XXXX in XXXX. In XXXX of XXXX I was told by a judge to have her placed on my benefits and was done as informed. However, I have noticed that on my credit report there has been a constant report of erroneous information basically identifying me as a XXXX. I believe this to be an unfair credit report and extremely hurtful to me on behalf of my credit. Today I have noticed that this error is still reporting on my credit report and I am asking for this matter to be corrected and a stop be put to this unfair credit practice as described by the equal and fair credit reporting agency. Thank You, Sincerely. 
","inaccurate, child, support, status, credit, report"
"I received a letter stating that it was a XXXX reminder for an outstanding account which I had not opened. I had never heard of this business before. I tried calling and was asked for personal information which I did not supply. XXXX, XXXX, XXXX and XXXX were not helpful and was hung up on twice. The envelope in which I was supposed to remit payment was self-addressed to NIIWIN , LLC XXXX Lendgreen. XXXX XXXX XXXX, XXXX XXXX XXXX, WI. XXXX. 
","outstanding, account, not, mine"
"I have been separated from XXXX XXXX XXXX XXXX since the beginning of XX/XX/XXXX living with my grand farther in XXXX XXXX XXXX and never gave anyone permission to sign my name and to commit fraud on my credit. She has signed my name and gave my social security no. to approximately XXXX credit card agencies maxing them out due to looking at my credit report. I have never went back to XXXX XXXX since I left in the beginning of XX/XX/XXXX. 
Below are XXXX she committed fraud and signed my name ( copied from credit report ). 
Please help me clear up all these credit cards she has committed fraud by using my social security and signing my name and do what you can to prosecute her to the fullest extent of the law.. 
Also she is on probation which should make fraud immediate. Below is her probation office number and name. 
XXXX XXXX XXXX : Probation office number, Name : XXXX XXXX or XXXX. 



MABT/CONTFIN # XXXX XXXX XXXX XXXX, XXXX XXXX ( XXXX ) XXXX Date Opened:XX/XX/XXXX Balance : $ XXXX # XXXX XXXX, XXXX XXXX ( XXXX ) XXXX Opened:XX/XX/XXXXResponsibility : Individual AccountAccount Type : Revolving AccountLoan Type : CHARGE ACCOUNTBalance : $ XXXX Updated:XX/XX/XXXXPayment Received : $ XXXX Balance : $ XXXX Limit : $ XXXX Status : Current ; Paid or Paying as Agreed 
","probation, officer, fraud, crdit, card"
"I have been separated from XXXX XXXX XXXX XXXX since the beginning of XXXX XX/XX/XXXX living with my grand farther in XXXX NC XXXX and never gave anyone permission to sign my name and to commit fraud on my credit. She has signed my name and gave my social security no. to approximately XXXX credit card agencies maxing them out due to looking at my credit report. I have never went back to XXXX XXXX since I left in the beginning of XXXX XX/XX/XXXX. 
Below are XXXX she committed fraud and signed my name ( copied from credit report ). 
Please help me clear up all these credit cards she has committed fraud by using my social security and signing my name and do what you can to prosecute her to the fullest extent of the law.. 
Also she is on probation which should make fraud immediate. Below is her probation office number and name. 
XXXX XXXX XXXX : Probation office number, Name : XXXX XXXX or XXXX. 



XXXX # XXXX XXXX XXXX XXXX, DE XXXX ( XXXX ) XXXX Date XXXX Balance : $ XXXX # XXXX XXXX, MN XXXX ( XXXX ) XXXX XXXX : Individual AccountAccount Type : Revolving AccountLoan Type : CHARGE ACCOUNTBalance : $ XXXX XXXX Received : $ XXXX Balance : $ XXXX Limit : $ XXXX Status : Current ; Paid or Paying as Agreed 
","probation, officer, fraud, crdit, card"
"Trying to collect on a debt that I do n't recognize. Reason, I never opened up any accounts in XXXX. Will NOT give me any info, rather just selling this debit to other attorneys with amounts I have never heard of nor recognize. 
","never, opened, account, debt, not, mine"
"My wife holds a conditional XXXX. She applied for a loan with Sun Trust for part of her educational costs, and I agreed to co-sign the loan. Sun Trust indicated in its eligibility requirements that permanent residents were eligible to apply for a loan. We received initial acceptance of our application and began the process of supplying all required documents. At the end of the process, Sun Trust rejected our application saying that they would not provide a loan to a conditional XXXX holder. This requirement is not stated in their eligibility requirements. If it had been, we would n't have applied to them. As a result, we wasted a good deal of time and effort in fulfilling their documentation requirements, and I may have suffered adverse consequences to my credit report because of their credit inquiry and ultimate rejection of our loan application. 
","requirement, not, stated, rejected, application"
"this is not my loan I never applied for this loan this was not done in person and my ID and check was stolen around the time this loan was taken out and all the money stolen out of my bank account even my regular pay check money 
","never, applied, loan, money, stolen, bank"
"As of the end of this summer, I will have been a graduate student at XXXX University in XXXX, Georgia. I have applied for a SallieMae loan most of the semesters that I have been attending there, and every time that I have, SallieMae has approved my loan without any strings attached. But suddenly, and for the first time, they are requiring me to get a cosigner to acquire a loan. There is nothing in my credit history over the last half year that would even suggest that I have suddenly failed to meet the standards required to receive a loan. 
","approved, loan, sudden, requirment, change"
"I went into Monetary Management of California, Inc. d/b/aMoney Mart for a loan. I asked how much I would owe on a loan of XXXX dollars. And the woman said I would have to apply. I filled out an application and gave it to her. She demanded my id, proof of income, bank statement and other proof. She took my picture, fingerprint, called my bank to verify my account was in good standing, and had me sign a bunch of paperwork. Then after all that she checked something on a computer she told me she could not loan me. 
I asked why would she collect all my information and have me sign stuff as if I was going to get a loan. She said it was policy and that they get audited by the state. I asked for my check back and copies of my documents and she said no. 
Should n't they have told me no before all of that? 

XXXX XXXX XXXX XXXX XXXX, XXXX XXXX, XXXX, CA XXXX 
","collect, information, sign, denied, loan"
"I received a loan and paid off the loan. But then they said that I took another loan out. Never received the loan. They been calling me for XXXX days now. But they decided to call my MOM AND TO INFORM HER ABOUT MY LOAN PROBLEM. THEY STATED TO THAT THEY HAVE THE RIGHT TO GIVE ANYBODY MY INFORMATION IF THEY KNOW MY LAST XXXX NUMBERS OF MY SOCIAL. 
","never, received, loan, harassing, call"
"I was asked to get a loan for XXXX school that I was attending since I couldnt get assistance from the school since my parents made too much money. I went to citi bank and applied for a loan and they mentioned that me and my mother did not qualify so we went on and I had to drop out because I could n't get any help. two years later I got a bill from the bank saying that I owed them money and I had no idea that I was even approved so I got to talk to the bank and mentioned that they sent the money to the school and I was not informed about the situation now the debt is XXXX and I do n't know what to do I also tried to contact the school and left voice mails and no response back. 
","applied, loan, reejected, send, money, school"
"I applied for a loan and i was not given the amount needed they told me to go online and apply for XXXX more. Now i have a company calling me asking for XXXX for fee and stating i received more then XXXX which I did not because they would not even give XXXX 
","not, given, applied, loan, amount"
I applied for a payday loan online and was pre approved for XXXX then I  was told  by email to visit a local check into cash store with the proper documents and I  would walk out with my cash.but I was never given the chance to go to the  check into cash store and forfill my application.,"applied, payday, loan, not, process"
"keep getting phone calls from debt collection agency. 
they claim i owe a debt to an internet payday loan company. 
I never received any money in my account from this company. 
The debt collector is concord resolutions llc. their phone number is XXXX XXXX XXXX. I never got any paperwork or money form the company they say i owe money 
","debt, call, never, received, money"
"applied for loan with P N C financial, they required I pay for loan insurance after the loan was approved and prior to funds being deposited in my bank, after they recived my money they informed me I would need to make another payment to have my approved loan clear the bank, I said no, requested a refund of my so called insurance payment and was informed to make another payment to them and then they could get me a refund of my initial payment plus a payment to refund that payment, so they have XXXX XXXX dollars and tell me I need to pay more to get the refund of my money 
","another, payment, clear, approved, loan"
"I applied for a loan with company and was approved with a initial credit limit of {$650.00} that I could take out cash advances out against so I requested a {$400.00} dollar advance and was approved and I received emails showing all this from company but when it came time to fund account instead of money all of sudden they decide I do n't qualify even though they had my social security number and done check from beginning and still approved it first time should have not been rejected this is fraud doing it based on age .Also I offer to send in all papers showing income and my identity for proof based on letter but they said no which I had no problem faxing the papers to them. 
","applied, loan, approved, denied, later"
"I applied for a loan online and in person by speedycash multiple times but did NOT recieve ANY money. This is a very bad misrepresentation by this firm and they are helping aid XXXX in further retaliating to a wrongful termination and equal employment opportunity commission investigation along with a human rights act. This firms main concern was to find out if i have defrauded the government by collecting social security when i am clearly able to work. speedycash I have used a time or XXXX before and now they only are concerned with aiding and abetting a criminal business owner in depriving a qualified candidate with a XXXX of his equal employment opportunity he is afforded under the USA constitution by further aiding and abetting a local business owner in retaliating to a district judge 's order. 
","applied, loan, not, receive, money"
"Amscot did not allow me to get a cash advance because I did not have my current pay stub on me but allowed someone else to get one who was in the same situation. I have gotten cash advances with Amscot before and have always paid them back as agreed. I was not claiming to make a crazy amount of money or even asking to borrow a lot but I was still refused. At Amscot the rules only apply to certain people when they feel like applying them. They refused me because that 's what they felt like doing at the time. Rules should apply to EVERYONE or else it should n't be a rule. 
","cash, advance, not, allowed"
